Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
GK,76,76,74,78,78,38,75
SMF,76,90,68,70,80,37,62
ST,76,84,75,61,77,25,67
CAM,76,71,60,78,81,37,56
SMF,76,87,69,68,78,39,69
SB,76,84,68,73,76,73,61
CB,76,73,39,63,65,77,74
CB,76,80,42,61,64,76,75
WF,76,77,73,76,76,45,68
WF,76,83,71,69,75,43,66
CB,76,52,39,55,59,77,79
CDM,76,76,63,78,79,70,68
WF,76,84,73,74,78,44,64
CAM,76,78,79,76,75,44,64
SMF,76,87,68,70,76,67,69
CM,76,49,70,78,71,67,63
ST,76,77,76,71,79,43,67
CDM,76,52,65,74,74,70,74
CB,76,73,44,62,68,75,80
CB,76,49,43,66,63,79,71
SB,76,70,76,80,79,75,56
CAM,76,73,76,74,75,71,82
SMF,76,64,70,77,76,69,71
CM,76,78,60,66,76,73,77
CM,76,47,63,71,70,78,84
GK,76,76,75,70,76,45,74
CB,76,49,57,68,66,76,80
CM,76,69,70,74,75,70,77
SMF,76,75,67,74,81,31,40
CB,76,75,53,67,72,78,68
SB,76,90,60,69,78,69,73
CB,76,49,65,67,66,77,75
CAM,76,83,70,71,82,36,48
GK,76,76,74,73,78,47,76
CB,76,79,47,65,66,76,76
CM,76,74,74,77,76,59,80
CB,76,65,52,64,61,76,79
CB,76,80,54,56,66,78,74
SB,76,74,46,70,72,74,67
CB,76,67,58,66,64,78,71
WF,76,85,73,69,80,38,58
CDM,76,60,60,66,71,78,68
SMF,76,80,74,70,79,33,60
CB,76,60,66,74,72,76,80
CM,76,69,70,77,74,73,77
CB,76,69,38,57,63,76,79
CM,76,77,65,74,81,60,57
SMF,76,79,71,70,78,49,69
CM,76,67,64,70,72,72,74
CM,76,70,74,73,80,64,67
SB,76,80,62,76,74,68,78
GK,76,76,74,78,79,50,75
CB,76,43,36,54,54,76,84
GK,76,76,74,72,76,59,75
CB,76,65,39,59,63,78,71
WF,76,82,67,75,74,44,56
SB,76,74,54,70,74,74,68
ST,76,75,76,72,76,31,77
CB,76,74,58,69,69,75,80
ST,76,77,75,66,72,41,60
WF,76,88,72,67,78,40,49
CB,76,73,45,59,70,77,73
WF,76,65,73,72,83,58,73
SB,76,83,66,76,80,69,56
CM,76,60,70,73,73,73,78
WF,76,76,69,77,80,30,56
GK,76,77,70,79,78,36,74
CB,76,65,39,54,59,78,67
CDM,76,37,56,71,70,73,72
SB,76,83,64,75,74,71,68
CB,76,63,37,59,66,74,81
SB,76,67,45,71,71,72,76
CAM,76,71,74,77,77,44,61
CM,76,64,63,77,75,68,73
SMF,76,82,69,70,79,48,64
WF,76,77,74,71,80,35,55
CB,76,71,44,65,65,76,75
WF,76,89,69,72,81,42,69
CAM,76,79,68,74,80,65,66
SB,76,69,37,66,63,77,77
SMF,76,74,73,73,76,45,63
SMF,76,91,69,68,76,52,64
CM,76,72,72,73,81,69,75
GK,76,78,72,76,79,39,73
ST,76,79,72,68,77,40,70
GK,76,74,77,78,76,30,78
SB,76,69,65,67,71,75,77
CB,76,88,41,55,67,76,77
GK,76,75,71,69,81,47,76
SB,76,77,62,72,72,73,73
CB,76,64,33,65,61,78,71
CDM,76,67,63,71,75,71,65
SMF,76,77,76,73,75,35,66
CAM,76,69,71,72,81,59,61
SB,76,70,62,70,73,74,77
CB,76,54,45,69,64,77,74
GK,76,75,75,67,79,41,74
SB,76,78,54,73,81,71,57
SB,76,57,55,72,67,78,63
CM,76,56,68,73,73,73,71
CM,76,67,69,77,79,65,54
CM,76,74,73,68,78,62,54
SMF,76,79,70,71,75,37,60
SB,76,87,70,67,78,72,81
SB,76,84,69,71,76,70,76
CM,76,71,76,76,77,64,62
CM,76,62,62,74,75,69,74
CB,76,55,40,51,53,78,81
SB,76,78,54,67,76,73,73
ST,76,68,78,63,73,31,70
CB,76,59,46,71,67,77,72
CM,76,69,58,72,82,72,76
CB,76,47,46,60,59,78,70
CB,76,80,38,67,73,76,74
CDM,76,65,47,65,64,75,76
ST,76,68,76,58,70,41,82
GK,76,75,74,74,76,48,75
SB,76,78,61,73,78,70,79
SB,76,78,61,68,73,74,77
CDM,76,51,49,65,70,74,79
CB,76,77,55,69,69,77,75
SB,76,66,57,66,63,78,73
WF,76,88,75,69,76,28,74
SB,76,84,51,67,71,73,78
SB,76,62,54,70,70,75,66
SB,76,65,56,67,72,77,74
CB,76,64,54,69,68,78,69
CM,76,77,67,77,78,60,60
CB,76,56,42,59,67,80,71
ST,76,77,75,56,73,37,77
SB,76,73,59,74,75,73,64
SB,76,68,74,72,71,74,82
CB,76,32,50,55,56,77,77
CDM,76,65,69,76,75,72,77
SB,76,84,62,71,74,73,68
SMF,76,78,74,70,77,45,56
GK,76,75,74,69,76,43,79
SB,76,80,62,69,74,72,74
ST,76,78,80,74,78,52,67
SB,76,79,69,73,76,71,68
CDM,76,57,61,67,69,72,81
ST,76,78,76,66,78,31,63
CB,76,49,35,52,54,76,86
CM,76,68,74,75,75,66,56
ST,76,63,75,64,71,45,79
CB,76,72,37,64,65,76,79
CM,76,69,69,71,72,73,80
WF,76,82,70,71,78,61,69
ST,76,82,75,62,71,41,81
ST,76,75,77,57,73,41,76
ST,76,82,74,66,82,43,66
CDM,76,70,49,68,72,76,80
CM,76,62,70,77,83,68,68
CM,76,67,71,74,77,66,69
CB,76,72,39,51,64,77,80
CB,76,68,42,62,63,76,76
CB,76,49,41,57,60,76,80
ST,76,79,74,58,78,25,66
CM,76,69,64,68,72,54,71
ST,76,74,76,73,78,39,79
GK,76,76,75,77,75,47,74
SB,76,80,55,69,74,72,65
GK,76,82,74,62,78,50,73
ST,76,60,77,59,65,45,82
SB,76,93,58,63,78,68,82
CB,76,39,50,61,66,77,75
CB,76,65,53,64,67,77,71
CDM,76,71,59,68,74,76,79
CM,76,65,69,71,73,75,75
CB,76,70,53,69,73,76,77
SB,76,77,67,70,77,72,73
CB,76,70,43,51,64,75,84
SMF,76,80,74,70,80,37,63
CM,76,35,65,75,74,72,67
CAM,76,67,70,73,76,43,56
WF,76,82,74,70,79,41,72
SMF,76,82,77,73,76,56,76
CM,76,70,62,74,76,75,76
CM,76,64,73,70,73,75,80
CB,76,53,53,62,57,77,79
CB,76,78,36,64,74,76,74
ST,76,81,76,69,75,25,79
SB,76,72,73,76,74,73,72
CB,76,41,36,55,55,78,77
GK,76,75,75,77,74,45,77
GK,76,76,75,69,77,30,76
ST,76,72,76,64,70,35,77
CB,76,71,27,59,61,76,74
GK,76,75,71,80,81,52,76
CM,76,79,73,76,76,71,72
ST,76,73,75,54,69,37,86
CB,76,68,37,57,61,76,82
WF,76,64,72,74,84,36,50
SMF,76,81,74,75,73,63,69
CB,76,53,60,66,63,76,77
ST,76,85,79,59,80,20,64
GK,76,76,76,73,76,35,77
CDM,76,85,62,70,78,76,67
CB,76,49,40,55,62,78,69
SB,76,84,74,70,75,72,68
ST,76,77,76,70,76,39,71
CDM,76,56,65,74,72,72,78
CAM,76,81,69,72,79,47,76
ST,76,91,76,63,75,32,66
CB,76,63,36,50,54,77,79
CB,76,70,44,69,71,76,72
CM,76,65,73,77,76,70,74
ST,76,76,77,66,76,41,76
CDM,76,68,63,69,73,73,70
SMF,76,76,73,71,81,46,70
WF,76,91,76,66,79,22,68
SMF,76,85,72,67,77,27,75
CB,76,70,49,64,71,76,76
GK,76,76,76,60,78,59,78
SMF,76,89,69,70,80,33,61
GK,76,75,76,71,77,39,76
CB,76,79,43,59,67,75,85
SMF,76,82,72,73,80,43,42
SB,76,69,37,65,65,78,69
WF,76,88,66,69,77,34,48
CDM,76,67,62,67,68,76,82
SB,76,82,56,70,75,72,79
GK,76,76,76,67,71,43,79
GK,76,74,71,78,78,36,76
CB,76,53,49,65,64,76,78
CDM,76,64,58,71,69,75,77
CB,76,55,50,63,65,76,79
WF,76,87,66,73,77,31,49
ST,76,66,79,69,70,48,84
CB,76,75,36,62,63,76,77
GK,76,77,72,74,75,48,78
CM,76,48,67,73,74,74,81
SMF,76,91,71,67,79,35,60
CB,76,77,66,68,77,76,77
SMF,76,77,72,71,78,60,64
CB,76,49,39,58,51,77,81
SMF,76,85,70,69,79,36,59
ST,76,78,77,70,76,35,69
SB,76,73,47,67,69,75,77
ST,76,90,75,67,74,42,67
CM,76,55,76,74,73,74,73
CB,76,64,35,56,62,78,77
CDM,76,65,56,65,69,76,82
SMF,76,82,73,70,77,42,75
WF,76,76,72,72,81,45,62
CM,76,45,72,78,73,69,62
CB,76,63,51,71,65,77,73
WF,76,77,75,76,78,38,58
ST,76,81,76,70,80,32,66
CM,76,51,75,83,69,64,72
CB,76,55,45,58,65,77,77
SB,76,54,49,68,71,79,74
GK,76,78,72,74,81,56,69
CDM,76,75,55,75,77,71,69
CB,76,32,48,63,54,75,83
ST,76,70,78,76,76,46,79
SB,76,75,47,68,74,73,71
CB,76,54,31,61,68,77,76
WF,76,81,72,68,80,34,64
ST,76,54,76,70,76,42,71
GK,76,77,75,69,76,53,75
SB,76,76,33,66,64,72,76
SB,76,74,46,68,73,74,68
ST,76,63,77,64,74,45,72
SB,76,75,51,70,70,73,73
CDM,76,57,60,76,77,70,68
CM,76,46,68,71,71,72,72
ST,76,49,78,61,68,40,79
CM,76,70,65,73,79,70,80
CM,76,78,77,73,78,66,72
GK,76,76,72,81,76,41,73
CM,76,55,71,77,74,69,83
SMF,76,83,72,69,76,28,63
CB,75,32,33,57,62,76,78
CDM,75,65,50,69,72,71,75
SMF,75,84,72,69,75,41,75
ST,75,79,76,62,74,40,76
ST,75,74,72,53,70,45,80
SB,75,89,60,69,74,70,74
ST,75,76,73,54,70,30,72
SMF,75,89,69,67,80,38,58
CDM,75,82,63,67,73,70,76
CAM,75,72,68,74,78,48,65
CM,75,63,57,65,71,74,68
CB,75,75,27,59,65,76,75
SB,75,73,40,62,64,73,73
CM,75,77,71,72,79,59,65
ST,75,93,77,62,77,46,55
CB,75,68,51,64,69,76,77
SMF,75,78,68,74,76,55,86
CM,75,72,66,72,79,69,77
CM,75,64,68,75,79,64,63
CAM,75,75,75,75,78,45,72
CB,85,79,71,83,80,85,77
CB,85,82,53,64,62,85,84
SB,85,80,50,78,80,80,71
CAM,85,71,79,85,86,50,70
CB,85,57,50,69,58,86,87
SB,85,71,68,80,79,84,87
ST,85,77,85,76,82,64,76
WF,85,87,78,80,83,45,70
GK,85,85,82,76,84,51,86
CB,85,85,50,69,71,85,82
ST,85,80,85,70,80,46,78
CDM,85,68,75,83,84,79,83
CB,85,73,44,70,73,86,76
SMF,85,82,71,82,85,52,68
ST,85,85,84,73,86,39,74
CDM,85,76,65,73,80,85,78
SB,85,84,45,70,75,86,80
SB,85,84,67,82,80,82,77
ST,85,70,85,79,85,43,74
CM,85,72,77,84,87,73,68
CAM,85,71,81,86,86,54,63
SMF,85,79,81,81,88,39,62
GK,85,86,83,72,85,48,85
SMF,85,84,83,80,84,59,73
SB,85,80,74,80,80,81,82
CM,85,72,79,82,82,83,82
ST,85,82,84,70,85,32,80
CM,85,64,80,81,82,78,88
GK,85,84,83,80,86,63,84
ST,85,93,84,69,81,31,79
ST,85,91,84,78,85,50,85
CDM,85,52,68,72,74,85,90
SMF,85,75,82,83,86,50,66
SB,85,78,61,82,79,81,78
ST,85,82,83,69,84,39,72
SMF,85,90,83,80,86,37,70
CB,85,61,44,61,69,87,83
CB,85,77,59,70,73,85,82
GK,85,85,82,80,85,41,84
CB,85,69,58,75,79,85,77
CDM,85,73,69,79,78,82,82
ST,85,82,82,75,84,57,79
CDM,85,84,74,81,81,82,82
CDM,85,64,46,81,79,79,74
ST,85,85,83,73,80,50,83
SMF,85,93,75,78,86,36,65
CB,85,74,45,73,72,86,76
CB,84,60,50,64,65,86,80
CB,84,78,48,71,75,85,82
CB,84,76,53,72,75,84,77
ST,84,85,84,80,85,57,78
ST,84,81,86,79,86,35,65
SMF,84,84,72,85,84,64,69
GK,84,85,84,80,84,45,81
SB,84,70,54,72,73,85,72
SB,84,75,66,81,81,81,85
GK,84,81,82,77,86,38,83
CB,84,67,44,58,65,86,84
WF,84,77,84,84,85,57,77
GK,84,84,83,85,83,40,85
CAM,84,83,82,80,87,57,72
CM,84,74,80,82,87,71,72
ST,84,94,81,70,84,36,78
WF,84,93,83,76,86,52,75
SMF,84,89,75,79,87,30,62
CDM,84,57,75,86,77,77,77
CM,84,76,81,84,87,74,72
SMF,84,77,78,81,87,46,59
CB,84,62,61,63,67,85,83
CM,84,76,77,83,82,76,82
WF,84,91,79,78,86,53,73
WF,84,90,80,75,87,39,75
SB,84,80,77,84,83,78,81
CB,84,77,60,74,76,85,83
ST,84,84,85,69,79,34,81
CM,84,87,79,83,85,77,80
CB,84,72,61,81,77,86,80
SMF,84,93,62,75,86,75,69
CM,84,67,77,85,84,76,68
CM,84,81,80,84,86,72,74
WF,84,76,76,82,88,53,73
CB,84,71,65,80,74,85,82
ST,84,69,86,71,80,39,79
ST,84,90,83,67,80,36,91
SB,84,91,76,80,80,75,78
CAM,84,81,78,81,88,27,77
CDM,84,78,71,84,86,79,63
GK,84,85,80,69,87,40,82
CB,84,68,46,65,63,87,78
CB,84,78,59,75,75,83,83
CAM,84,86,83,78,88,42,59
CB,84,76,48,64,67,85,84
WF,84,78,76,85,88,79,74
SMF,84,83,81,78,86,44,75
CB,84,71,59,78,79,85,81
CB,84,63,55,66,66,85,83
GK,84,83,78,82,86,35,83
SB,84,89,64,76,76,81,85
CAM,84,81,81,81,86,60,67
CAM,84,73,77,82,87,50,57
ST,75,77,75,59,74,25,68
CB,75,57,33,54,57,77,70
SMF,75,80,72,75,73,56,65
ST,75,77,76,66,73,35,68
CDM,75,66,61,74,74,70,69
WF,75,71,73,71,78,57,74
SB,75,59,53,73,69,77,77
CDM,75,61,64,66,68,71,76
CM,75,77,72,71,75,55,56
CAM,75,68,73,73,77,64,64
ST,75,77,74,66,72,36,62
SMF,75,85,68,70,78,30,62
SMF,75,82,69,71,76,53,65
ST,75,71,73,57,72,39,78
SMF,75,76,67,69,76,35,59
GK,75,71,80,78,65,35,81
WF,75,78,72,69,78,24,46
CB,75,67,68,74,75,74,74
CM,75,81,63,73,79,69,72
CDM,75,68,65,66,73,73,79
ST,75,72,76,68,76,46,77
ST,75,72,74,73,76,63,68
CAM,75,79,70,74,78,67,65
SB,75,70,64,76,80,75,53
CB,75,59,59,65,61,75,77
GK,75,74,70,71,77,45,78
CAM,75,75,69,71,75,63,64
WF,75,72,75,72,76,46,71
SB,75,82,59,66,73,70,72
GK,75,72,72,78,77,44,79
SMF,75,84,76,68,73,48,76
GK,75,75,72,71,75,44,73
SMF,75,90,66,62,82,26,55
CDM,75,54,37,70,62,76,77
CM,75,52,72,78,75,63,65
CB,75,59,39,57,59,74,78
SMF,75,81,69,70,81,42,62
SB,75,81,43,64,68,73,74
CDM,75,66,67,62,69,75,76
ST,75,73,75,63,75,32,79
CB,75,67,40,65,64,77,70
CB,75,68,32,51,63,76,76
SMF,75,75,69,73,73,72,71
SB,75,56,75,78,79,75,68
CM,75,53,74,81,78,61,56
GK,75,75,74,73,75,38,77
SB,75,71,59,69,70,73,76
SMF,75,87,72,67,78,41,69
ST,75,76,75,70,74,33,63
SMF,75,84,72,70,79,40,62
CAM,75,84,74,70,76,46,64
ST,75,75,75,70,71,43,71
CAM,75,68,67,74,84,21,61
CDM,75,64,57,73,75,71,68
SMF,75,83,72,68,76,40,60
CB,75,85,56,58,60,76,78
ST,75,57,76,60,71,25,66
CB,75,61,30,55,62,76,76
CDM,75,74,70,75,72,70,77
CM,75,57,69,68,73,76,74
GK,75,76,73,70,75,40,77
CDM,75,75,74,74,74,69,70
SMF,75,85,75,70,76,67,70
CB,75,84,38,66,67,75,81
ST,75,77,73,66,72,25,77
CB,75,59,56,66,68,77,72
CB,75,31,46,62,60,76,79
CB,75,68,29,41,58,75,79
GK,75,76,73,74,77,45,72
CB,75,50,49,52,62,76,81
SB,75,53,53,72,73,77,77
SMF,75,74,72,72,76,60,63
CB,75,59,52,52,57,76,81
CDM,75,65,69,74,74,72,73
SB,75,81,54,63,69,72,77
ST,75,71,74,62,71,30,80
CM,75,53,69,75,70,76,78
GK,75,75,72,72,76,36,73
WF,75,80,69,73,77,52,70
SMF,75,85,71,68,80,25,50
SMF,75,89,69,66,78,50,67
GK,75,77,74,73,78,43,72
GK,75,74,72,77,77,38,74
GK,75,76,72,71,77,34,75
CDM,75,70,72,73,78,71,72
WF,75,82,74,71,76,53,69
CAM,75,57,78,72,74,77,82
CM,75,64,63,66,74,73,73
CDM,75,64,53,71,73,71,75
CB,75,54,51,63,64,77,75
GK,75,77,71,70,77,37,72
CB,75,73,37,53,65,75,75
CB,75,57,36,49,60,76,78
ST,75,73,75,67,76,45,69
CDM,75,63,60,69,71,72,74
CAM,75,65,71,76,74,33,50
CM,75,63,61,70,74,66,71
CB,75,86,50,53,63,75,80
SMF,75,78,74,73,76,42,68
SMF,75,84,70,69,75,43,66
CM,84,69,76,79,82,82,73
CB,84,75,67,75,75,86,81
ST,84,77,84,69,83,44,79
ST,84,84,85,70,84,26,64
GK,84,84,79,80,86,42,86
SMF,84,94,82,78,83,43,83
CB,84,68,46,59,66,85,81
CM,84,76,84,81,82,75,79
CDM,84,80,78,80,86,76,75
CAM,84,81,79,78,86,51,65
CDM,84,38,74,77,69,82,82
GK,84,84,80,79,87,52,84
CAM,84,72,82,85,88,44,74
CB,84,73,54,68,61,86,81
ST,84,78,84,69,79,29,83
SB,84,89,64,77,78,79,81
CAM,84,72,83,84,84,73,69
SB,84,73,35,77,78,83,80
GK,84,84,77,78,85,46,85
SB,83,74,74,82,82,80,84
WF,83,91,83,74,84,37,76
CDM,83,54,77,76,73,83,83
WF,83,89,80,72,86,52,75
CDM,83,77,73,82,85,78,75
WF,83,79,81,78,85,36,70
ST,83,80,84,71,82,36,76
SMF,83,83,85,77,83,34,71
CM,83,80,67,81,84,78,80
SB,83,89,74,77,80,78,73
SB,83,81,51,78,77,81,79
WF,83,88,81,80,85,59,67
SB,83,85,66,80,78,78,76
CB,83,67,32,68,71,85,76
GK,83,81,80,75,89,53,82
CM,83,79,80,82,82,75,69
CB,83,62,41,65,69,85,75
SMF,83,76,80,85,88,48,66
SMF,83,95,75,74,86,43,53
ST,83,92,83,78,85,59,69
CM,83,61,68,82,79,80,82
ST,83,82,82,63,77,36,80
CB,83,63,46,72,66,85,81
CAM,83,93,77,77,86,50,54
CM,83,75,81,80,82,74,72
CAM,83,83,84,73,82,26,77
ST,83,82,83,78,83,48,75
SMF,83,73,82,82,82,62,79
CB,83,60,38,53,53,86,82
CB,83,71,46,58,61,85,82
ST,83,45,84,74,75,42,81
CM,83,70,80,80,81,80,85
SB,83,79,69,74,78,83,83
SB,83,82,61,77,84,80,69
ST,83,77,81,80,82,49,72
CB,83,74,54,72,71,84,78
ST,83,68,83,71,76,40,75
CB,83,76,33,57,63,85,83
GK,83,84,82,70,84,41,83
CB,83,75,34,59,68,83,84
CM,83,66,78,83,78,75,78
CM,83,69,67,82,87,71,70
CM,83,51,70,77,80,85,78
WF,83,91,82,73,85,42,87
CDM,83,80,69,77,77,82,78
CB,83,55,50,74,70,85,76
CB,83,62,26,54,60,84,79
CB,83,72,43,63,68,83,80
SMF,83,89,79,78,80,79,81
CDM,83,64,70,80,78,79,80
SMF,83,89,81,74,85,35,72
WF,83,73,83,82,87,44,71
WF,83,89,78,75,85,46,72
CM,83,78,79,82,84,72,77
ST,83,82,81,73,80,31,79
ST,83,77,85,77,81,46,72
GK,83,85,81,83,82,46,87
CM,83,79,80,81,85,66,73
SB,83,79,56,77,79,82,74
SB,83,76,70,77,77,85,83
GK,83,83,75,87,86,61,79
CB,83,58,36,56,56,85,78
CM,83,76,66,78,85,68,70
CM,83,52,80,88,78,74,69
CAM,83,79,78,83,83,74,78
WF,83,78,82,84,84,63,68
GK,83,82,79,76,86,47,82
GK,83,83,78,88,87,53,80
WF,83,73,83,82,84,45,69
GK,83,82,82,75,85,49,82
SB,83,82,73,80,81,78,77
GK,83,84,79,80,85,42,84
WF,83,88,82,78,86,37,63
ST,83,90,83,75,85,33,86
GK,83,82,81,86,82,57,81
CDM,83,69,72,84,79,77,78
CDM,83,51,58,72,70,85,80
CB,83,64,40,56,69,85,79
CAM,83,80,80,79,84,38,70
ST,83,90,79,77,83,45,78
GK,83,82,81,82,84,38,85
CAM,83,81,77,80,86,61,71
ST,83,65,86,83,81,44,82
CM,83,66,78,85,80,75,76
CDM,83,66,76,85,73,79,80
CM,83,73,79,82,83,73,67
SMF,83,64,79,85,81,43,78
CB,83,75,54,68,70,85,79
SB,83,89,58,76,82,78,76
CAM,83,56,81,84,83,50,72
ST,83,87,81,77,82,50,84
CB,83,84,40,60,68,85,80
CDM,83,76,69,78,81,81,81
SB,83,67,65,85,78,81,72
WF,83,82,81,80,85,30,61
SMF,83,85,80,81,82,46,62
CDM,83,80,62,77,83,81,76
WF,83,92,82,76,82,53,75
WF,83,87,77,75,88,57,66
ST,83,73,82,64,78,35,88
CAM,82,66,74,82,83,59,59
CM,82,76,72,76,82,81,89
CAM,82,87,74,75,85,62,62
ST,82,84,83,72,78,35,63
SMF,82,72,81,79,83,53,77
SMF,82,90,78,77,86,38,62
GK,82,81,80,78,83,39,79
CM,82,54,73,81,82,68,66
GK,82,83,79,74,87,42,80
ST,82,83,83,62,81,39,75
WF,82,79,80,76,84,38,74
ST,82,73,83,66,80,38,82
CB,82,60,37,63,65,83,83
SMF,82,77,81,76,81,46,70
CDM,82,66,74,79,80,80,80
CB,82,64,42,65,65,84,78
CDM,82,75,63,75,78,79,78
CDM,82,77,78,74,76,82,86
GK,82,84,79,71,85,30,83
CB,82,61,39,68,65,83,80
GK,82,82,79,74,85,45,83
SMF,82,72,77,79,85,69,79
CDM,82,65,76,83,82,75,77
ST,82,85,84,77,86,50,75
SB,82,75,60,80,80,78,76
SB,82,81,48,73,80,80,81
CB,82,76,67,74,74,84,77
CAM,82,78,71,81,85,67,74
CM,82,72,79,82,85,68,71
SB,82,85,63,77,80,79,79
CM,82,79,78,82,83,74,77
SB,82,95,66,77,84,72,76
WF,82,85,78,75,83,24,72
SB,82,83,67,73,76,79,80
CAM,82,85,74,78,85,31,56
CM,82,75,76,80,84,65,73
SB,82,83,66,73,74,78,88
ST,82,57,82,73,76,45,76
ST,82,66,85,67,77,40,72
CM,82,69,73,82,80,73,77
CB,82,73,37,68,71,82,79
CM,82,77,74,80,79,80,78
ST,82,83,80,75,88,39,77
CDM,82,46,67,83,80,73,71
GK,82,81,80,76,82,39,84
CB,82,70,41,77,70,83,79
ST,82,63,84,71,75,43,81
CDM,82,71,82,79,80,78,86
SB,82,81,61,77,79,78,74
GK,82,82,80,83,81,57,82
ST,82,73,81,68,79,29,72
CB,82,54,59,71,66,85,75
SMF,82,80,83,78,84,43,66
WF,82,91,78,76,81,49,71
CB,82,64,60,72,65,83,83
CM,82,84,71,72,83,75,72
SB,82,63,78,85,88,76,56
GK,82,82,82,75,81,43,83
WF,82,88,77,80,83,64,69
CM,82,57,79,78,80,73,81
ST,82,70,84,73,81,47,69
CB,82,62,51,64,71,83,78
CDM,82,58,69,78,77,80,82
CDM,82,64,77,76,78,80,81
CAM,82,73,79,81,81,64,72
SB,82,80,57,75,78,77,77
ST,82,82,83,67,78,39,73
SB,82,78,72,83,82,82,82
CAM,82,73,77,81,83,63,60
WF,82,92,73,76,81,46,71
CDM,82,66,54,74,75,83,80
CDM,82,79,77,74,79,80,88
SB,82,77,54,74,78,82,79
ST,82,90,80,71,81,38,67
SMF,82,85,76,81,81,70,80
SMF,82,90,77,73,86,60,75
SMF,82,75,77,80,83,57,80
ST,82,70,84,76,83,44,75
GK,82,82,79,75,83,46,81
GK,82,83,79,76,84,53,82
CM,82,72,69,80,81,75,75
SMF,82,74,79,79,82,70,82
ST,82,84,81,71,86,31,66
ST,82,79,82,73,74,38,82
CM,82,66,81,81,80,72,65
SB,82,76,60,75,74,82,74
WF,82,81,80,78,84,41,66
CB,82,71,45,56,64,83,85
CM,82,68,77,80,82,78,85
CDM,82,70,80,79,81,77,80
ST,82,64,82,62,73,28,88
SB,82,85,67,75,78,78,71
WF,82,88,72,77,84,30,53
CAM,82,57,82,83,79,55,68
GK,82,84,80,74,82,40,86
ST,82,90,80,72,78,46,86
SMF,82,80,77,82,84,53,56
SB,82,73,52,71,72,81,74
ST,82,77,83,81,82,42,63
SMF,82,88,75,78,82,44,65
CDM,82,62,71,80,77,79,82
CM,82,51,76,77,78,78,81
SB,82,76,52,79,76,79,72
GK,82,80,80,82,83,47,82
SB,82,80,57,72,76,80,76
CM,82,80,76,80,84,73,74
GK,82,84,77,77,80,61,84
CM,82,54,76,80,80,75,72
CB,82,73,49,70,67,82,83
GK,82,79,83,80,84,53,81
CAM,82,73,77,80,84,70,82
SMF,82,79,69,78,89,32,50
CB,82,51,68,77,74,84,79
ST,82,74,81,71,81,37,76
CM,82,49,75,77,78,80,73
SMF,82,79,80,78,81,41,73
CDM,82,61,54,70,75,82,79
SMF,82,80,80,80,81,28,69
SB,82,75,57,82,78,81,78
CAM,82,84,79,79,84,43,72
CB,82,54,47,58,61,85,79
CB,82,80,57,76,73,83,84
ST,82,79,82,70,76,36,85
CAM,82,77,83,84,84,64,74
SMF,82,79,84,78,83,53,75
ST,82,64,85,78,77,41,75
CB,82,70,51,67,64,83,79
GK,82,82,80,76,84,46,79
SB,82,88,65,74,80,78,80
CB,82,81,45,63,73,81,85
CM,82,72,76,80,86,66,73
CB,82,88,47,64,71,83,81
CDM,82,59,61,78,73,82,84
CB,82,80,63,73,71,82,83
CB,82,73,49,64,69,83,77
SMF,82,94,81,72,80,45,84
CAM,81,79,73,76,85,46,56
CDM,81,66,58,69,72,83,87
CB,81,64,49,70,65,83,76
CB,81,69,46,65,67,81,83
ST,81,89,76,73,84,57,81
GK,81,82,77,74,83,55,80
WF,81,76,79,81,83,43,63
ST,81,87,79,77,81,50,71
SB,81,91,48,73,78,75,64
CDM,81,76,76,79,79,78,82
CB,81,76,53,75,77,82,81
CM,81,67,68,80,82,79,76
SMF,81,85,75,75,83,64,68
WF,81,91,73,74,81,56,72
CDM,81,37,61,77,78,78,73
SB,81,81,65,80,76,78,70
CDM,81,79,76,79,81,76,71
CM,81,55,74,78,75,78,84
CAM,81,80,80,80,81,43,70
ST,81,92,79,74,85,34,87
GK,81,82,76,77,84,31,81
SB,81,72,62,75,76,80,75
ST,81,82,81,71,78,34,75
CB,81,72,34,65,61,83,73
ST,81,77,80,73,80,53,78
ST,81,44,80,73,73,57,80
CDM,81,75,71,79,82,75,78
CB,81,68,55,78,72,82,79
CB,81,62,46,62,68,85,72
SMF,81,86,76,78,82,51,61
WF,81,79,83,79,85,63,71
CB,81,47,39,59,64,84,80
CAM,81,78,81,78,84,49,69
CDM,81,69,68,74,77,78,80
SB,81,69,47,69,78,79,73
CM,81,80,74,78,81,71,71
CDM,81,60,72,76,77,77,74
CM,81,73,75,78,78,77,81
CB,81,65,51,66,72,82,74
SMF,81,77,77,80,83,61,68
ST,81,77,82,69,79,31,72
CDM,81,50,77,85,80,73,74
CB,81,72,39,65,72,82,77
CB,81,78,66,72,74,81,80
SB,81,74,54,76,78,79,74
SMF,81,81,77,79,78,48,62
CB,81,78,40,64,72,81,80
SMF,81,81,77,78,79,54,72
WF,81,85,82,78,81,28,79
SB,81,88,65,75,85,75,76
CAM,81,79,73,80,83,54,63
CAM,81,78,76,79,83,42,65
CM,81,84,76,76,85,61,74
CB,81,74,43,67,69,81,82
CM,81,72,76,83,80,68,79
CB,81,76,48,71,76,83,78
CB,81,80,32,64,67,82,80
ST,81,71,83,79,84,33,73
WF,81,84,76,76,83,40,60
CM,81,84,79,78,79,73,78
CB,81,76,58,76,72,82,79
