Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
FW,76,84,73,74,78,44,64
MF,76,78,79,76,75,44,64
MF,76,87,68,70,76,67,69
MF,76,49,70,78,71,67,63
FW,76,77,76,71,79,43,67
MF,76,52,65,74,74,70,74
DF,76,73,44,62,68,75,80
DF,76,49,43,66,63,79,71
DF,76,70,76,80,79,75,56
MF,76,73,76,74,75,71,82
MF,76,64,70,77,76,69,71
MF,76,78,60,66,76,73,77
MF,76,47,63,71,70,78,84
GK,76,76,75,70,76,45,74
DF,76,49,57,68,66,76,80
MF,76,69,70,74,75,70,77
MF,76,75,67,74,81,31,40
DF,76,75,53,67,72,78,68
DF,76,90,60,69,78,69,73
DF,76,49,65,67,66,77,75
MF,76,83,70,71,82,36,48
GK,76,76,74,73,78,47,76
DF,76,79,47,65,66,76,76
MF,76,74,74,77,76,59,80
DF,76,65,52,64,61,76,79
DF,76,80,54,56,66,78,74
DF,76,74,46,70,72,74,67
DF,76,67,58,66,64,78,71
FW,76,85,73,69,80,38,58
MF,76,60,60,66,71,78,68
MF,76,80,74,70,79,33,60
DF,76,60,66,74,72,76,80
MF,76,69,70,77,74,73,77
DF,76,69,38,57,63,76,79
MF,76,77,65,74,81,60,57
MF,76,79,71,70,78,49,69
MF,76,67,64,70,72,72,74
MF,76,70,74,73,80,64,67
DF,76,80,62,76,74,68,78
GK,76,76,74,78,79,50,75
DF,76,43,36,54,54,76,84
GK,76,76,74,72,76,59,75
DF,76,65,39,59,63,78,71
FW,76,82,67,75,74,44,56
DF,76,74,54,70,74,74,68
FW,76,75,76,72,76,31,77
DF,76,74,58,69,69,75,80
FW,76,77,75,66,72,41,60
FW,76,88,72,67,78,40,49
DF,76,73,45,59,70,77,73
FW,76,65,73,72,83,58,73
DF,76,83,66,76,80,69,56
MF,76,60,70,73,73,73,78
FW,76,76,69,77,80,30,56
GK,76,77,70,79,78,36,74
DF,76,65,39,54,59,78,67
MF,76,37,56,71,70,73,72
DF,76,83,64,75,74,71,68
DF,76,63,37,59,66,74,81
DF,76,67,45,71,71,72,76
MF,76,71,74,77,77,44,61
MF,76,64,63,77,75,68,73
MF,76,82,69,70,79,48,64
FW,76,77,74,71,80,35,55
DF,76,71,44,65,65,76,75
FW,76,89,69,72,81,42,69
MF,76,79,68,74,80,65,66
DF,76,69,37,66,63,77,77
MF,76,74,73,73,76,45,63
MF,76,91,69,68,76,52,64
MF,76,72,72,73,81,69,75
GK,76,78,72,76,79,39,73
FW,76,79,72,68,77,40,70
GK,76,74,77,78,76,30,78
DF,76,69,65,67,71,75,77
DF,76,88,41,55,67,76,77
GK,76,75,71,69,81,47,76
DF,76,77,62,72,72,73,73
DF,76,64,33,65,61,78,71
MF,76,67,63,71,75,71,65
MF,76,77,76,73,75,35,66
MF,76,69,71,72,81,59,61
DF,76,70,62,70,73,74,77
DF,76,54,45,69,64,77,74
GK,76,75,75,67,79,41,74
DF,76,78,54,73,81,71,57
DF,76,57,55,72,67,78,63
MF,76,56,68,73,73,73,71
MF,76,67,69,77,79,65,54
MF,76,74,73,68,78,62,54
MF,76,79,70,71,75,37,60
DF,76,87,70,67,78,72,81
DF,76,84,69,71,76,70,76
MF,76,71,76,76,77,64,62
MF,76,62,62,74,75,69,74
DF,76,55,40,51,53,78,81
DF,76,78,54,67,76,73,73
FW,76,68,78,63,73,31,70
DF,76,59,46,71,67,77,72
MF,76,69,58,72,82,72,76
DF,76,47,46,60,59,78,70
DF,76,80,38,67,73,76,74
MF,76,65,47,65,64,75,76
FW,76,68,76,58,70,41,82
GK,76,75,74,74,76,48,75
DF,76,78,61,73,78,70,79
DF,76,78,61,68,73,74,77
MF,76,51,49,65,70,74,79
DF,76,77,55,69,69,77,75
DF,76,66,57,66,63,78,73
FW,76,88,75,69,76,28,74
DF,76,84,51,67,71,73,78
DF,76,62,54,70,70,75,66
DF,76,65,56,67,72,77,74
DF,76,64,54,69,68,78,69
MF,76,77,67,77,78,60,60
DF,76,56,42,59,67,80,71
FW,76,77,75,56,73,37,77
DF,76,73,59,74,75,73,64
DF,76,68,74,72,71,74,82
DF,76,32,50,55,56,77,77
MF,76,65,69,76,75,72,77
DF,76,84,62,71,74,73,68
MF,76,78,74,70,77,45,56
GK,76,75,74,69,76,43,79
DF,76,80,62,69,74,72,74
FW,76,78,80,74,78,52,67
DF,76,79,69,73,76,71,68
MF,76,57,61,67,69,72,81
FW,76,78,76,66,78,31,63
DF,76,49,35,52,54,76,86
MF,76,68,74,75,75,66,56
FW,76,63,75,64,71,45,79
DF,76,72,37,64,65,76,79
MF,76,69,69,71,72,73,80
FW,76,82,70,71,78,61,69
FW,76,82,75,62,71,41,81
FW,76,75,77,57,73,41,76
FW,76,82,74,66,82,43,66
MF,76,70,49,68,72,76,80
MF,76,62,70,77,83,68,68
MF,76,67,71,74,77,66,69
DF,76,72,39,51,64,77,80
DF,76,68,42,62,63,76,76
DF,76,49,41,57,60,76,80
FW,76,79,74,58,78,25,66
MF,76,69,64,68,72,54,71
FW,76,74,76,73,78,39,79
GK,76,76,75,77,75,47,74
DF,76,80,55,69,74,72,65
GK,76,82,74,62,78,50,73
FW,76,60,77,59,65,45,82
DF,76,93,58,63,78,68,82
DF,76,39,50,61,66,77,75
DF,76,65,53,64,67,77,71
MF,76,71,59,68,74,76,79
MF,76,65,69,71,73,75,75
DF,76,70,53,69,73,76,77
DF,76,77,67,70,77,72,73
DF,76,70,43,51,64,75,84
MF,76,80,74,70,80,37,63
MF,76,35,65,75,74,72,67
MF,76,67,70,73,76,43,56
FW,76,82,74,70,79,41,72
MF,76,82,77,73,76,56,76
MF,76,70,62,74,76,75,76
MF,76,64,73,70,73,75,80
DF,76,53,53,62,57,77,79
DF,76,78,36,64,74,76,74
FW,76,81,76,69,75,25,79
DF,76,72,73,76,74,73,72
DF,76,41,36,55,55,78,77
GK,76,75,75,77,74,45,77
GK,76,76,75,69,77,30,76
FW,76,72,76,64,70,35,77
DF,76,71,27,59,61,76,74
GK,76,75,71,80,81,52,76
MF,76,79,73,76,76,71,72
FW,76,73,75,54,69,37,86
DF,76,68,37,57,61,76,82
FW,76,64,72,74,84,36,50
MF,76,81,74,75,73,63,69
DF,76,53,60,66,63,76,77
FW,76,85,79,59,80,20,64
GK,76,76,76,73,76,35,77
MF,76,85,62,70,78,76,67
DF,76,49,40,55,62,78,69
DF,76,84,74,70,75,72,68
FW,76,77,76,70,76,39,71
MF,76,56,65,74,72,72,78
MF,76,81,69,72,79,47,76
FW,76,91,76,63,75,32,66
DF,76,63,36,50,54,77,79
DF,76,70,44,69,71,76,72
MF,76,65,73,77,76,70,74
FW,76,76,77,66,76,41,76
MF,76,68,63,69,73,73,70
MF,76,76,73,71,81,46,70
FW,76,91,76,66,79,22,68
MF,76,85,72,67,77,27,75
DF,76,70,49,64,71,76,76
GK,76,76,76,60,78,59,78
MF,76,89,69,70,80,33,61
GK,76,75,76,71,77,39,76
DF,76,79,43,59,67,75,85
MF,76,82,72,73,80,43,42
DF,76,69,37,65,65,78,69
FW,76,88,66,69,77,34,48
MF,76,67,62,67,68,76,82
DF,76,82,56,70,75,72,79
GK,76,76,76,67,71,43,79
GK,76,74,71,78,78,36,76
DF,76,53,49,65,64,76,78
MF,76,64,58,71,69,75,77
DF,76,55,50,63,65,76,79
FW,76,87,66,73,77,31,49
FW,76,66,79,69,70,48,84
DF,76,75,36,62,63,76,77
GK,76,77,72,74,75,48,78
MF,76,48,67,73,74,74,81
MF,76,91,71,67,79,35,60
DF,76,77,66,68,77,76,77
MF,76,77,72,71,78,60,64
DF,76,49,39,58,51,77,81
MF,76,85,70,69,79,36,59
FW,76,78,77,70,76,35,69
DF,76,73,47,67,69,75,77
FW,76,90,75,67,74,42,67
MF,76,55,76,74,73,74,73
DF,76,64,35,56,62,78,77
MF,76,65,56,65,69,76,82
MF,76,82,73,70,77,42,75
FW,76,76,72,72,81,45,62
MF,76,45,72,78,73,69,62
DF,76,63,51,71,65,77,73
FW,76,77,75,76,78,38,58
FW,76,81,76,70,80,32,66
MF,76,51,75,83,69,64,72
DF,76,55,45,58,65,77,77
DF,76,54,49,68,71,79,74
GK,76,78,72,74,81,56,69
MF,76,75,55,75,77,71,69
DF,76,32,48,63,54,75,83
FW,76,70,78,76,76,46,79
DF,76,75,47,68,74,73,71
DF,76,54,31,61,68,77,76
FW,76,81,72,68,80,34,64
FW,76,54,76,70,76,42,71
GK,76,77,75,69,76,53,75
DF,76,76,33,66,64,72,76
DF,76,74,46,68,73,74,68
FW,76,63,77,64,74,45,72
DF,76,75,51,70,70,73,73
MF,76,57,60,76,77,70,68
MF,76,46,68,71,71,72,72
FW,76,49,78,61,68,40,79
MF,76,70,65,73,79,70,80
MF,76,78,77,73,78,66,72
GK,76,76,72,81,76,41,73
MF,76,55,71,77,74,69,83
MF,76,83,72,69,76,28,63
DF,75,32,33,57,62,76,78
MF,75,65,50,69,72,71,75
MF,75,84,72,69,75,41,75
FW,75,79,76,62,74,40,76
FW,75,74,72,53,70,45,80
DF,75,89,60,69,74,70,74
FW,75,76,73,54,70,30,72
MF,75,89,69,67,80,38,58
MF,75,82,63,67,73,70,76
MF,75,72,68,74,78,48,65
MF,75,63,57,65,71,74,68
DF,75,75,27,59,65,76,75
DF,75,73,40,62,64,73,73
MF,75,77,71,72,79,59,65
FW,75,93,77,62,77,46,55
DF,75,68,51,64,69,76,77
MF,75,78,68,74,76,55,86
MF,75,72,66,72,79,69,77
MF,75,64,68,75,79,64,63
MF,75,75,75,75,78,45,72
DF,85,79,71,83,80,85,77
DF,85,82,53,64,62,85,84
DF,85,80,50,78,80,80,71
MF,85,71,79,85,86,50,70
DF,85,57,50,69,58,86,87
DF,85,71,68,80,79,84,87
FW,85,77,85,76,82,64,76
FW,85,87,78,80,83,45,70
GK,85,85,82,76,84,51,86
DF,85,85,50,69,71,85,82
FW,85,80,85,70,80,46,78
MF,85,68,75,83,84,79,83
DF,85,73,44,70,73,86,76
MF,85,82,71,82,85,52,68
FW,85,85,84,73,86,39,74
MF,85,76,65,73,80,85,78
DF,85,84,45,70,75,86,80
DF,85,84,67,82,80,82,77
FW,85,70,85,79,85,43,74
MF,85,72,77,84,87,73,68
MF,85,71,81,86,86,54,63
MF,85,79,81,81,88,39,62
GK,85,86,83,72,85,48,85
MF,85,84,83,80,84,59,73
DF,85,80,74,80,80,81,82
MF,85,72,79,82,82,83,82
FW,85,82,84,70,85,32,80
MF,85,64,80,81,82,78,88
GK,85,84,83,80,86,63,84
FW,85,93,84,69,81,31,79
FW,85,91,84,78,85,50,85
MF,85,52,68,72,74,85,90
MF,85,75,82,83,86,50,66
DF,85,78,61,82,79,81,78
FW,85,82,83,69,84,39,72
MF,85,90,83,80,86,37,70
DF,85,61,44,61,69,87,83
DF,85,77,59,70,73,85,82
GK,85,85,82,80,85,41,84
DF,85,69,58,75,79,85,77
MF,85,73,69,79,78,82,82
FW,85,82,82,75,84,57,79
MF,85,84,74,81,81,82,82
MF,85,64,46,81,79,79,74
FW,85,85,83,73,80,50,83
MF,85,93,75,78,86,36,65
DF,85,74,45,73,72,86,76
DF,84,60,50,64,65,86,80
DF,84,78,48,71,75,85,82
DF,84,76,53,72,75,84,77
FW,84,85,84,80,85,57,78
FW,84,81,86,79,86,35,65
MF,84,84,72,85,84,64,69
GK,84,85,84,80,84,45,81
DF,84,70,54,72,73,85,72
DF,84,75,66,81,81,81,85
GK,84,81,82,77,86,38,83
DF,84,67,44,58,65,86,84
FW,84,77,84,84,85,57,77
GK,84,84,83,85,83,40,85
MF,84,83,82,80,87,57,72
MF,84,74,80,82,87,71,72
FW,84,94,81,70,84,36,78
FW,84,93,83,76,86,52,75
MF,84,89,75,79,87,30,62
MF,84,57,75,86,77,77,77
MF,84,76,81,84,87,74,72
MF,84,77,78,81,87,46,59
DF,84,62,61,63,67,85,83
MF,84,76,77,83,82,76,82
FW,84,91,79,78,86,53,73
FW,84,90,80,75,87,39,75
DF,84,80,77,84,83,78,81
DF,84,77,60,74,76,85,83
FW,84,84,85,69,79,34,81
MF,84,87,79,83,85,77,80
DF,84,72,61,81,77,86,80
MF,84,93,62,75,86,75,69
MF,84,67,77,85,84,76,68
MF,84,81,80,84,86,72,74
FW,84,76,76,82,88,53,73
DF,84,71,65,80,74,85,82
FW,84,69,86,71,80,39,79
FW,84,90,83,67,80,36,91
DF,84,91,76,80,80,75,78
MF,84,81,78,81,88,27,77
MF,84,78,71,84,86,79,63
GK,84,85,80,69,87,40,82
DF,84,68,46,65,63,87,78
DF,84,78,59,75,75,83,83
MF,84,86,83,78,88,42,59
DF,84,76,48,64,67,85,84
FW,84,78,76,85,88,79,74
MF,84,83,81,78,86,44,75
DF,84,71,59,78,79,85,81
DF,84,63,55,66,66,85,83
GK,84,83,78,82,86,35,83
DF,84,89,64,76,76,81,85
MF,84,81,81,81,86,60,67
MF,84,73,77,82,87,50,57
FW,75,77,75,59,74,25,68
DF,75,57,33,54,57,77,70
MF,75,80,72,75,73,56,65
FW,75,77,76,66,73,35,68
MF,75,66,61,74,74,70,69
FW,75,71,73,71,78,57,74
DF,75,59,53,73,69,77,77
MF,75,61,64,66,68,71,76
MF,75,77,72,71,75,55,56
MF,75,68,73,73,77,64,64
FW,75,77,74,66,72,36,62
MF,75,85,68,70,78,30,62
MF,75,82,69,71,76,53,65
FW,75,71,73,57,72,39,78
MF,75,76,67,69,76,35,59
GK,75,71,80,78,65,35,81
FW,75,78,72,69,78,24,46
DF,75,67,68,74,75,74,74
MF,75,81,63,73,79,69,72
MF,75,68,65,66,73,73,79
FW,75,72,76,68,76,46,77
FW,75,72,74,73,76,63,68
MF,75,79,70,74,78,67,65
DF,75,70,64,76,80,75,53
DF,75,59,59,65,61,75,77
GK,75,74,70,71,77,45,78
MF,75,75,69,71,75,63,64
FW,75,72,75,72,76,46,71
DF,75,82,59,66,73,70,72
GK,75,72,72,78,77,44,79
MF,75,84,76,68,73,48,76
GK,75,75,72,71,75,44,73
MF,75,90,66,62,82,26,55
MF,75,54,37,70,62,76,77
MF,75,52,72,78,75,63,65
DF,75,59,39,57,59,74,78
MF,75,81,69,70,81,42,62
DF,75,81,43,64,68,73,74
MF,75,66,67,62,69,75,76
FW,75,73,75,63,75,32,79
DF,75,67,40,65,64,77,70
DF,75,68,32,51,63,76,76
MF,75,75,69,73,73,72,71
DF,75,56,75,78,79,75,68
MF,75,53,74,81,78,61,56
GK,75,75,74,73,75,38,77
DF,75,71,59,69,70,73,76
MF,75,87,72,67,78,41,69
FW,75,76,75,70,74,33,63
MF,75,84,72,70,79,40,62
MF,75,84,74,70,76,46,64
FW,75,75,75,70,71,43,71
MF,75,68,67,74,84,21,61
MF,75,64,57,73,75,71,68
MF,75,83,72,68,76,40,60
DF,75,85,56,58,60,76,78
FW,75,57,76,60,71,25,66
DF,75,61,30,55,62,76,76
MF,75,74,70,75,72,70,77
MF,75,57,69,68,73,76,74
GK,75,76,73,70,75,40,77
MF,75,75,74,74,74,69,70
MF,75,85,75,70,76,67,70
DF,75,84,38,66,67,75,81
FW,75,77,73,66,72,25,77
DF,75,59,56,66,68,77,72
DF,75,31,46,62,60,76,79
DF,75,68,29,41,58,75,79
GK,75,76,73,74,77,45,72
DF,75,50,49,52,62,76,81
DF,75,53,53,72,73,77,77
MF,75,74,72,72,76,60,63
DF,75,59,52,52,57,76,81
MF,75,65,69,74,74,72,73
DF,75,81,54,63,69,72,77
FW,75,71,74,62,71,30,80
MF,75,53,69,75,70,76,78
GK,75,75,72,72,76,36,73
FW,75,80,69,73,77,52,70
MF,75,85,71,68,80,25,50
MF,75,89,69,66,78,50,67
GK,75,77,74,73,78,43,72
GK,75,74,72,77,77,38,74
GK,75,76,72,71,77,34,75
MF,75,70,72,73,78,71,72
FW,75,82,74,71,76,53,69
MF,75,57,78,72,74,77,82
MF,75,64,63,66,74,73,73
MF,75,64,53,71,73,71,75
DF,75,54,51,63,64,77,75
GK,75,77,71,70,77,37,72
DF,75,73,37,53,65,75,75
DF,75,57,36,49,60,76,78
FW,75,73,75,67,76,45,69
MF,75,63,60,69,71,72,74
MF,75,65,71,76,74,33,50
MF,75,63,61,70,74,66,71
DF,75,86,50,53,63,75,80
MF,75,78,74,73,76,42,68
MF,75,84,70,69,75,43,66
MF,84,69,76,79,82,82,73
DF,84,75,67,75,75,86,81
FW,84,77,84,69,83,44,79
FW,84,84,85,70,84,26,64
GK,84,84,79,80,86,42,86
MF,84,94,82,78,83,43,83
DF,84,68,46,59,66,85,81
MF,84,76,84,81,82,75,79
MF,84,80,78,80,86,76,75
MF,84,81,79,78,86,51,65
MF,84,38,74,77,69,82,82
GK,84,84,80,79,87,52,84
MF,84,72,82,85,88,44,74
DF,84,73,54,68,61,86,81
FW,84,78,84,69,79,29,83
DF,84,89,64,77,78,79,81
MF,84,72,83,84,84,73,69
DF,84,73,35,77,78,83,80
GK,84,84,77,78,85,46,85
DF,83,74,74,82,82,80,84
FW,83,91,83,74,84,37,76
MF,83,54,77,76,73,83,83
FW,83,89,80,72,86,52,75
MF,83,77,73,82,85,78,75
FW,83,79,81,78,85,36,70
FW,83,80,84,71,82,36,76
MF,83,83,85,77,83,34,71
MF,83,80,67,81,84,78,80
DF,83,89,74,77,80,78,73
DF,83,81,51,78,77,81,79
FW,83,88,81,80,85,59,67
DF,83,85,66,80,78,78,76
DF,83,67,32,68,71,85,76
GK,83,81,80,75,89,53,82
MF,83,79,80,82,82,75,69
DF,83,62,41,65,69,85,75
MF,83,76,80,85,88,48,66
MF,83,95,75,74,86,43,53
FW,83,92,83,78,85,59,69
MF,83,61,68,82,79,80,82
FW,83,82,82,63,77,36,80
DF,83,63,46,72,66,85,81
MF,83,93,77,77,86,50,54
MF,83,75,81,80,82,74,72
MF,83,83,84,73,82,26,77
FW,83,82,83,78,83,48,75
MF,83,73,82,82,82,62,79
DF,83,60,38,53,53,86,82
DF,83,71,46,58,61,85,82
FW,83,45,84,74,75,42,81
MF,83,70,80,80,81,80,85
DF,83,79,69,74,78,83,83
DF,83,82,61,77,84,80,69
FW,83,77,81,80,82,49,72
DF,83,74,54,72,71,84,78
FW,83,68,83,71,76,40,75
DF,83,76,33,57,63,85,83
GK,83,84,82,70,84,41,83
DF,83,75,34,59,68,83,84
MF,83,66,78,83,78,75,78
MF,83,69,67,82,87,71,70
MF,83,51,70,77,80,85,78
FW,83,91,82,73,85,42,87
MF,83,80,69,77,77,82,78
DF,83,55,50,74,70,85,76
DF,83,62,26,54,60,84,79
DF,83,72,43,63,68,83,80
MF,83,89,79,78,80,79,81
MF,83,64,70,80,78,79,80
MF,83,89,81,74,85,35,72
FW,83,73,83,82,87,44,71
FW,83,89,78,75,85,46,72
MF,83,78,79,82,84,72,77
FW,83,82,81,73,80,31,79
FW,83,77,85,77,81,46,72
GK,83,85,81,83,82,46,87
MF,83,79,80,81,85,66,73
DF,83,79,56,77,79,82,74
DF,83,76,70,77,77,85,83
GK,83,83,75,87,86,61,79
DF,83,58,36,56,56,85,78
MF,83,76,66,78,85,68,70
MF,83,52,80,88,78,74,69
MF,83,79,78,83,83,74,78
FW,83,78,82,84,84,63,68
GK,83,82,79,76,86,47,82
GK,83,83,78,88,87,53,80
FW,83,73,83,82,84,45,69
GK,83,82,82,75,85,49,82
DF,83,82,73,80,81,78,77
GK,83,84,79,80,85,42,84
FW,83,88,82,78,86,37,63
FW,83,90,83,75,85,33,86
GK,83,82,81,86,82,57,81
MF,83,69,72,84,79,77,78
MF,83,51,58,72,70,85,80
DF,83,64,40,56,69,85,79
MF,83,80,80,79,84,38,70
FW,83,90,79,77,83,45,78
GK,83,82,81,82,84,38,85
MF,83,81,77,80,86,61,71
FW,83,65,86,83,81,44,82
MF,83,66,78,85,80,75,76
MF,83,66,76,85,73,79,80
MF,83,73,79,82,83,73,67
MF,83,64,79,85,81,43,78
DF,83,75,54,68,70,85,79
DF,83,89,58,76,82,78,76
MF,83,56,81,84,83,50,72
FW,83,87,81,77,82,50,84
DF,83,84,40,60,68,85,80
MF,83,76,69,78,81,81,81
DF,83,67,65,85,78,81,72
FW,83,82,81,80,85,30,61
MF,83,85,80,81,82,46,62
MF,83,80,62,77,83,81,76
FW,83,92,82,76,82,53,75
FW,83,87,77,75,88,57,66
FW,83,73,82,64,78,35,88
MF,82,66,74,82,83,59,59
MF,82,76,72,76,82,81,89
MF,82,87,74,75,85,62,62
FW,82,84,83,72,78,35,63
MF,82,72,81,79,83,53,77
MF,82,90,78,77,86,38,62
GK,82,81,80,78,83,39,79
MF,82,54,73,81,82,68,66
GK,82,83,79,74,87,42,80
FW,82,83,83,62,81,39,75
FW,82,79,80,76,84,38,74
FW,82,73,83,66,80,38,82
DF,82,60,37,63,65,83,83
MF,82,77,81,76,81,46,70
MF,82,66,74,79,80,80,80
DF,82,64,42,65,65,84,78
MF,82,75,63,75,78,79,78
MF,82,77,78,74,76,82,86
GK,82,84,79,71,85,30,83
DF,82,61,39,68,65,83,80
GK,82,82,79,74,85,45,83
MF,82,72,77,79,85,69,79
MF,82,65,76,83,82,75,77
FW,82,85,84,77,86,50,75
DF,82,75,60,80,80,78,76
DF,82,81,48,73,80,80,81
DF,82,76,67,74,74,84,77
MF,82,78,71,81,85,67,74
MF,82,72,79,82,85,68,71
DF,82,85,63,77,80,79,79
MF,82,79,78,82,83,74,77
DF,82,95,66,77,84,72,76
FW,82,85,78,75,83,24,72
DF,82,83,67,73,76,79,80
MF,82,85,74,78,85,31,56
MF,82,75,76,80,84,65,73
DF,82,83,66,73,74,78,88
FW,82,57,82,73,76,45,76
FW,82,66,85,67,77,40,72
MF,82,69,73,82,80,73,77
DF,82,73,37,68,71,82,79
MF,82,77,74,80,79,80,78
FW,82,83,80,75,88,39,77
MF,82,46,67,83,80,73,71
GK,82,81,80,76,82,39,84
DF,82,70,41,77,70,83,79
FW,82,63,84,71,75,43,81
MF,82,71,82,79,80,78,86
DF,82,81,61,77,79,78,74
GK,82,82,80,83,81,57,82
FW,82,73,81,68,79,29,72
DF,82,54,59,71,66,85,75
MF,82,80,83,78,84,43,66
FW,82,91,78,76,81,49,71
DF,82,64,60,72,65,83,83
MF,82,84,71,72,83,75,72
DF,82,63,78,85,88,76,56
GK,82,82,82,75,81,43,83
FW,82,88,77,80,83,64,69
MF,82,57,79,78,80,73,81
FW,82,70,84,73,81,47,69
DF,82,62,51,64,71,83,78
MF,82,58,69,78,77,80,82
MF,82,64,77,76,78,80,81
MF,82,73,79,81,81,64,72
DF,82,80,57,75,78,77,77
FW,82,82,83,67,78,39,73
DF,82,78,72,83,82,82,82
MF,82,73,77,81,83,63,60
FW,82,92,73,76,81,46,71
MF,82,66,54,74,75,83,80
MF,82,79,77,74,79,80,88
DF,82,77,54,74,78,82,79
FW,82,90,80,71,81,38,67
MF,82,85,76,81,81,70,80
MF,82,90,77,73,86,60,75
MF,82,75,77,80,83,57,80
FW,82,70,84,76,83,44,75
GK,82,82,79,75,83,46,81
GK,82,83,79,76,84,53,82
MF,82,72,69,80,81,75,75
MF,82,74,79,79,82,70,82
FW,82,84,81,71,86,31,66
FW,82,79,82,73,74,38,82
MF,82,66,81,81,80,72,65
DF,82,76,60,75,74,82,74
FW,82,81,80,78,84,41,66
DF,82,71,45,56,64,83,85
MF,82,68,77,80,82,78,85
MF,82,70,80,79,81,77,80
FW,82,64,82,62,73,28,88
DF,82,85,67,75,78,78,71
FW,82,88,72,77,84,30,53
MF,82,57,82,83,79,55,68
GK,82,84,80,74,82,40,86
FW,82,90,80,72,78,46,86
MF,82,80,77,82,84,53,56
DF,82,73,52,71,72,81,74
FW,82,77,83,81,82,42,63
MF,82,88,75,78,82,44,65
MF,82,62,71,80,77,79,82
MF,82,51,76,77,78,78,81
DF,82,76,52,79,76,79,72
GK,82,80,80,82,83,47,82
DF,82,80,57,72,76,80,76
MF,82,80,76,80,84,73,74
GK,82,84,77,77,80,61,84
MF,82,54,76,80,80,75,72
DF,82,73,49,70,67,82,83
GK,82,79,83,80,84,53,81
MF,82,73,77,80,84,70,82
MF,82,79,69,78,89,32,50
DF,82,51,68,77,74,84,79
FW,82,74,81,71,81,37,76
MF,82,49,75,77,78,80,73
MF,82,79,80,78,81,41,73
MF,82,61,54,70,75,82,79
MF,82,80,80,80,81,28,69
DF,82,75,57,82,78,81,78
MF,82,84,79,79,84,43,72
DF,82,54,47,58,61,85,79
DF,82,80,57,76,73,83,84
FW,82,79,82,70,76,36,85
MF,82,77,83,84,84,64,74
MF,82,79,84,78,83,53,75
FW,82,64,85,78,77,41,75
DF,82,70,51,67,64,83,79
GK,82,82,80,76,84,46,79
DF,82,88,65,74,80,78,80
DF,82,81,45,63,73,81,85
MF,82,72,76,80,86,66,73
DF,82,88,47,64,71,83,81
MF,82,59,61,78,73,82,84
DF,82,80,63,73,71,82,83
DF,82,73,49,64,69,83,77
MF,82,94,81,72,80,45,84
MF,81,79,73,76,85,46,56
MF,81,66,58,69,72,83,87
DF,81,64,49,70,65,83,76
DF,81,69,46,65,67,81,83
FW,81,89,76,73,84,57,81
GK,81,82,77,74,83,55,80
FW,81,76,79,81,83,43,63
FW,81,87,79,77,81,50,71
DF,81,91,48,73,78,75,64
MF,81,76,76,79,79,78,82
DF,81,76,53,75,77,82,81
MF,81,67,68,80,82,79,76
MF,81,85,75,75,83,64,68
FW,81,91,73,74,81,56,72
MF,81,37,61,77,78,78,73
DF,81,81,65,80,76,78,70
MF,81,79,76,79,81,76,71
MF,81,55,74,78,75,78,84
MF,81,80,80,80,81,43,70
FW,81,92,79,74,85,34,87
GK,81,82,76,77,84,31,81
DF,81,72,62,75,76,80,75
FW,81,82,81,71,78,34,75
DF,81,72,34,65,61,83,73
FW,81,77,80,73,80,53,78
FW,81,44,80,73,73,57,80
MF,81,75,71,79,82,75,78
DF,81,68,55,78,72,82,79
DF,81,62,46,62,68,85,72
MF,81,86,76,78,82,51,61
FW,81,79,83,79,85,63,71
DF,81,47,39,59,64,84,80
MF,81,78,81,78,84,49,69
MF,81,69,68,74,77,78,80
DF,81,69,47,69,78,79,73
MF,81,80,74,78,81,71,71
MF,81,60,72,76,77,77,74
MF,81,73,75,78,78,77,81
DF,81,65,51,66,72,82,74
MF,81,77,77,80,83,61,68
FW,81,77,82,69,79,31,72
MF,81,50,77,85,80,73,74
DF,81,72,39,65,72,82,77
DF,81,78,66,72,74,81,80
DF,81,74,54,76,78,79,74
MF,81,81,77,79,78,48,62
DF,81,78,40,64,72,81,80
MF,81,81,77,78,79,54,72
FW,81,85,82,78,81,28,79
DF,81,88,65,75,85,75,76
MF,81,79,73,80,83,54,63
MF,81,78,76,79,83,42,65
MF,81,84,76,76,85,61,74
DF,81,74,43,67,69,81,82
MF,81,72,76,83,80,68,79
DF,81,76,48,71,76,83,78
DF,81,80,32,64,67,82,80
FW,81,71,83,79,84,33,73
FW,81,84,76,76,83,40,60
MF,81,84,79,78,79,73,78
DF,81,76,58,76,72,82,79
FW,81,79,76,74,82,57,70
FW,81,75,82,77,77,44,79
MF,81,79,75,78,83,79,73
MF,81,81,76,79,82,77,83
GK,81,80,78,77,82,37,80
MF,81,71,81,85,84,65,72
DF,81,71,56,67,61,81,80
DF,81,78,66,77,83,77,71
DF,81,78,47,68,72,81,76
MF,81,71,80,82,81,65,73
GK,81,80,78,72,84,44,83
DF,81,65,42,68,70,83,80
FW,81,56,82,72,77,40,72
MF,81,84,73,75,85,57,65
GK,81,81,81,71,80,35,82
MF,81,75,77,81,83,67,64
FW,81,85,80,74,81,39,83
MF,81,69,72,76,78,81,76
MF,81,79,80,78,83,49,67
GK,81,79,77,86,84,52,81
DF,81,60,57,64,59,83,83
DF,81,80,51,75,78,78,77
MF,81,84,78,79,81,39,64
FW,81,79,79,80,82,46,69
