Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
ST,82,90,80,71,81,38,67
CAM,79,74,76,76,83,71,69
LB,79,87,66,67,74,76,80
CM,83,61,68,82,79,80,82
CM,80,89,75,77,84,56,75
ST,81,92,79,74,85,34,87
CB,84,71,65,80,74,85,82
GK,83,82,81,86,82,57,81
CDM,80,70,58,74,76,81,73
RB,77,79,63,73,81,70,71
ST,80,75,82,67,78,44,82
GK,76,74,77,78,76,30,78
CB,76,43,36,54,54,76,84
ST,90,65,93,84,83,49,82
ST,80,81,81,68,80,42,81
GK,82,83,79,74,87,42,80
GK,78,79,79,69,80,41,76
CAM,76,71,60,78,81,37,56
CB,83,63,46,72,66,85,81
CB,78,78,52,70,74,78,78
CDM,76,73,64,74,73,70,78
CB,77,69,24,51,51,77,78
GK,76,75,74,69,76,43,79
CB,76,65,39,59,63,78,71
ST,79,65,81,67,74,36,74
CM,84,87,79,83,85,77,80
CDM,78,65,65,73,74,75,80
CM,75,63,57,65,71,74,68
CB,76,65,52,64,61,76,79
CB,76,49,41,57,60,76,80
ST,79,85,76,57,73,30,80
CB,76,74,58,69,69,75,80
CDM,76,65,47,65,64,75,76
CDM,77,44,63,69,68,75,75
CB,78,64,48,56,63,79,74
LW,80,84,70,76,80,51,64
CDM,75,75,74,74,74,69,70
LW,79,85,79,70,79,29,71
RB,76,54,49,68,71,79,74
ST,76,81,76,69,75,25,79
CB,76,79,47,65,66,76,76
CDM,77,58,65,73,73,75,74
CAM,77,78,75,70,79,47,62
ST,82,83,83,62,81,39,75
RB,80,88,49,75,78,73,75
RB,77,70,51,70,72,77,82
RW,78,78,73,74,81,38,59
CAM,80,68,78,81,81,43,50
LW,76,65,73,72,83,58,73
LM,78,81,78,72,77,47,81
CAM,86,75,84,84,85,52,73
LM,76,81,74,75,73,63,69
LW,82,81,80,78,84,41,66
LW,79,83,78,77,78,45,77
LM,77,86,72,71,78,35,56
CB,80,77,47,55,65,79,82
RB,77,85,59,73,78,71,70
LB,79,79,68,74,75,77,83
ST,77,71,79,63,73,41,74
LW,83,87,77,75,88,57,66
ST,79,72,79,69,75,42,77
RM,75,84,70,69,75,43,66
GK,77,79,72,74,80,47,77
RW,77,86,72,73,82,66,68
ST,78,75,79,71,77,36,74
RW,78,78,77,72,83,39,59
GK,77,75,75,77,77,36,78
LW,82,88,77,80,83,64,69
RB,80,88,69,76,78,73,69
CM,75,64,63,66,74,73,73
RW,81,88,77,75,84,46,81
CB,76,79,43,59,67,75,85
CAM,76,78,79,76,75,44,64
CDM,80,70,66,74,75,76,83
CM,76,70,62,74,76,75,76
ST,83,92,83,78,85,59,69
GK,77,77,74,75,81,47,74
GK,79,80,77,73,83,41,79
LB,82,73,52,71,72,81,74
RW,82,79,80,76,84,38,74
ST,76,75,76,72,76,31,77
CB,77,63,61,62,69,78,78
CAM,77,83,76,75,78,63,67
CB,83,75,54,68,70,85,79
ST,76,75,77,54,72,29,83
CDM,83,66,76,85,73,79,80
GK,77,78,77,74,77,42,76
LW,78,80,76,75,80,35,61
GK,76,75,74,74,76,48,75
GK,75,76,73,74,77,45,72
LM,79,82,75,76,83,49,62
ST,86,77,85,81,84,38,77
CAM,88,81,78,87,89,50,67
LM,80,89,72,73,87,29,68
RM,79,80,77,77,78,53,63
ST,79,85,78,63,77,46,78
CB,76,53,60,66,63,76,77
CB,84,67,44,58,65,86,84
ST,75,93,77,62,77,46,55
GK,79,81,80,79,78,45,77
CAM,83,83,84,73,82,26,77
GK,82,83,79,76,84,53,82
ST,79,73,77,72,83,37,73
CB,76,64,56,63,70,74,82
RW,78,84,70,74,78,62,73
CM,75,77,72,71,75,55,56
CDM,81,69,68,74,77,78,80
CB,79,75,43,67,69,79,81
LM,81,89,83,76,82,33,64
CM,83,51,70,77,80,85,78
LB,76,73,51,62,74,76,75
CAM,76,83,70,71,82,36,48
LB,78,77,60,73,74,78,60
CB,79,64,63,67,68,79,83
RW,77,81,76,68,79,35,65
CB,76,59,46,71,67,77,72
CB,76,70,53,69,73,76,77
RB,79,85,75,73,80,73,68
GK,82,82,80,83,81,57,82
CDM,81,60,72,76,77,77,74
RB,84,73,35,77,78,83,80
LM,79,74,75,80,78,65,67
ST,79,80,81,66,79,43,69
RW,77,79,71,75,79,29,62
RM,78,86,78,73,79,39,70
CAM,83,93,77,77,86,50,54
CAM,78,67,69,78,80,62,69
GK,84,84,83,85,83,40,85
GK,80,78,79,81,80,31,80
ST,82,66,85,67,77,40,72
RW,76,83,71,69,75,43,66
ST,85,85,84,73,86,39,74
CB,76,49,40,55,62,78,69
RW,79,72,80,82,79,39,66
CDM,79,72,71,71,74,77,81
CM,79,75,80,80,81,64,65
LB,76,87,70,67,78,72,81
ST,79,75,79,71,78,42,80
CM,85,72,79,82,82,83,82
ST,78,88,74,60,75,29,82
LM,75,87,72,67,78,41,69
GK,78,80,72,73,82,53,76
LW,80,85,78,75,81,43,68
CB,83,75,34,59,68,83,84
LB,80,79,56,74,79,77,72
ST,78,78,76,65,75,36,77
GK,89,90,84,73,90,52,87
CM,79,79,65,81,80,71,72
CB,78,75,30,58,54,79,73
CB,77,46,43,57,67,79,67
CB,76,32,48,63,54,75,83
CAM,78,72,73,80,82,52,50
CB,83,72,43,63,68,83,80
CB,82,81,45,63,73,81,85
RB,76,70,62,70,73,74,77
ST,77,73,75,75,73,50,81
ST,78,53,79,70,70,42,76
CB,76,80,54,56,66,78,74
RW,76,88,72,67,78,40,49
CB,80,69,51,58,61,82,78
LM,79,88,65,74,79,76,69
RB,76,69,65,67,71,75,77
LB,79,84,52,73,82,73,70
ST,77,69,76,69,72,48,88
ST,78,85,78,73,82,29,67
CM,82,54,76,80,80,75,72
GK,80,77,76,79,78,42,80
RM,84,93,62,75,86,75,69
LB,77,83,55,70,75,70,75
LB,79,83,53,72,77,76,79
CAM,80,73,78,78,82,53,60
LM,77,80,53,77,74,72,77
LB,78,77,62,75,78,75,61
CM,76,66,67,74,75,74,74
LW,76,82,74,70,80,41,73
CM,80,72,68,75,79,77,80
ST,76,77,76,70,76,39,71
RM,78,75,76,74,76,60,83
LB,78,80,60,76,75,74,73
CB,80,76,46,67,71,83,74
RB,78,83,50,70,79,74,73
LM,75,85,75,70,76,67,70
CM,79,67,71,75,75,80,88
CAM,88,84,81,87,91,46,68
LB,79,72,69,78,76,76,73
CB,77,65,52,67,65,78,78
CAM,76,81,69,72,79,47,76
ST,78,71,79,72,75,37,72
